练习题和上课讲的内容对不上，讲的和教材完全对不上，大部分同学都在玩手机。	0
赵老师的课太枯燥了，备课明显敷衍，大部分同学都在玩手机。	0
每次上冯老师的课都感觉时间过得很快，讲解深入浅出。	1
马老师上课经常跑题，扯些与课程无关的东西，纯属浪费时间。	0
这学期跟着孙老师，这次终于搞懂了。	1
感谢罗老师这学期的付出，理论联系实际，这次终于搞懂了。	1
觉得吴老师根本不了解学生的水平，一个例子翻来覆去讲，还不如自己看书。	0
听胡老师的课，控场能力很强，这些技巧马上就能用在课堂上。	1
课件做得太差了，对后排学生完全不管，期末挂了一大半。	0
这门课的信息量太少了，完全不顾学生有没有听懂，什么都没学到。	0
李老师对学生很不耐烦，备课明显敷衍，想退课了。	0
课程内容太难了，例题和考试完全不一样，考试完全不会。	0
感谢王老师这学期的付出，理论联系实际，收获很大。	1
课件做得太差了，例题和考试完全不一样，听着就想睡觉。	0
罗老师讲解很清晰，理论联系实际，复杂的概念一下子就懂了。	1
向林老师提问总是被敷衍，全程照着PPT念，听着就想睡觉。	0
这学期跟着吴老师，这次终于搞懂了。	1
原以为英语听力教学很难，但林老师讲完之后感觉豁然开朗。	1
孙老师的课讲得真好，内容安排合理，写教案都更有思路了。	1
上孙老师的课是一种享受，理论联系实际，进步很大。	1
第一次有人把项目式学习讲得这么清楚，这些技巧马上就能用在课堂上。	1
冯老师专业功底扎实，知识点讲得很透彻，比以前清晰多了。	1
课堂互动很好，宋老师经常组织情景模拟，进步很大。	1
感谢胡老师这学期的付出，条理很清晰，这些技巧马上就能用在课堂上。	1
孙老师举的案例都是实际教学中会遇到的情况，课堂气氛很活跃。	1
很喜欢孙老师的课，内容安排合理，收获很大。	1
学完这门课，对英语教学信心大增。	1
同学们对刘老师的评价都很高，声音洪亮有感染力，学生反馈非常好。	1
练习题和上课讲的内容对不上，讲的和教材完全对不上，课堂上根本没人听。	0
课件做得太差了，课堂上乱糟糟的，课堂上根本没人听。	0
向林老师提问总是被敷衍，纯属念经，浪费了一个学期。	0
第一次有人把写作教学讲得这么清楚，学到了很多实用的东西。	1
孙老师特别耐心，循循善诱，这些技巧马上就能用在课堂上。	1
同学们对赵老师的评价都很高，讲解深入浅出，学到了很多实用的东西。	1
冯老师上课经常跑题，扯些与课程无关的东西，什么都没学到。	0
课程内容很实用，板书工整规范，课堂参与度很高。	1
教学设备都不会用，孙老师讲错了还硬撑，纯属浪费时间。	0
李老师举的案例都是实际教学中会遇到的情况，知识点讲得很透彻。	1
这门课内容东拉西扯没有重点，全班成绩都很差。	0
教学设备都不会用，林老师讲的和教材完全对不上，浪费了一个学期。	0
黄老师特别耐心，因材施教，学生反馈非常好。	1
练习题和上课讲的内容对不上，课堂上乱糟糟的，越听越糊涂。	0
这门课的内容自己都讲不清楚，做都做不完。	0
整节课郑老师都在自顾自讲，教学大纲混乱不清，大部分同学都在玩手机。	0
这学期跟着何老师，进步很大。	1
陈老师上课从不照本宣科，节奏把控得当，对英语教学信心大增。	1
课堂纪律不好，郑老师也不管，做都做不完。	0
同学们对罗老师的评价都很高，讲解深入浅出，写教案都更有思路了。	1
小组讨论环节设计得很好，朱老师引导得当，对今后的教学很有启发。	1
冯老师迟到了好几次，教学大纲混乱不清，浪费了一个学期。	0
冯老师特别耐心，备课充分细致，收获很大。	1
整节课陈老师都在自顾自讲，对后排学生完全不管，浪费了一个学期。	0
课堂互动很好，张老师经常组织抢答游戏，学到了很多实用的东西。	1
这门课纯属念经，纯属浪费时间。	0
原以为翻转课堂很难，但赵老师讲完之后这次终于搞懂了。	1
整节课朱老师都在自顾自讲，动不动就发火，纯属浪费时间。	0
很喜欢冯老师的课，重难点把握得很好，对英语教学信心大增。	1
李老师上课很有激情，理论联系实际，学到了很多实用的东西。	1
说实话胡老师不太适合教这门课，备课明显敷衍，还不如自己看书。	0
作业太多，完全不顾学生有没有听懂，考试完全不会。	0
课堂互动很好，胡老师经常组织小组辩论，学生反馈非常好。	1
第一次有人把教案编写讲得这么清楚，课堂效率明显提高了。	1
说实话张老师不太适合教这门课，自己都讲不清楚，来上课的人越来越少。	0
每次上马老师的课都感觉时间过得很快，条理很清晰。	1
觉得周老师根本不了解学生的水平，讲错了还硬撑，知识学得稀碎。	0
课堂纪律不好，孙老师也不管，全班成绩都很差。	0
同学们对何老师的评价都很高，深入浅出，这些技巧马上就能用在课堂上。	1
林老师迟到了好几次，教学大纲混乱不清，想退课了。	0
课上的实训环节特别好，循循善诱，收获很大。	1
学完这门课，对今后的教学很有启发。	1
朱老师举的案例都是实际教学中会遇到的情况，循循善诱。	1
赵老师上课经常跑题，扯些与课程无关的东西，知识学得稀碎。	0
课堂纪律不好，马老师也不管，纯属浪费时间。	0
向赵老师提问总是被敷衍，讲错了还硬撑，越听越糊涂。	0
冯老师专业功底扎实，能把复杂的东西讲简单，这些技巧马上就能用在课堂上。	1
这门课很接地气，深入浅出，感觉豁然开朗。	1
孙老师特别耐心，条理很清晰，进步很大。	1
马老师的课太枯燥了，一个例子翻来覆去讲，期末挂了一大半。	0
教学效果很差，内容东拉西扯没有重点，还不如自己看书。	0
每次上胡老师的课都感觉时间过得很快，节奏把控得当。	1
这节课让我对混合式教学有了全新的认识，课堂参与度很高。	1
胡老师语速太快，例题和考试完全不一样，来上课的人越来越少。	0
原以为语法课堂很难，但冯老师讲完之后课堂参与度很高。	1
马老师上课很有激情，深入浅出，比以前清晰多了。	1
吴老师上课经常跑题，扯些与课程无关的东西，什么都没学到。	0
郑老师特别耐心，案例很贴近实际，进步很大。	1
上完这学期全班成绩都很差。	0
课上的实训环节特别好，PPT做得很用心，这些技巧马上就能用在课堂上。	1
这门课的教学计划完全没完成，经常迟到早退，考试完全不会。	0
刘老师上课从不照本宣科，讲解深入浅出，学生反馈非常好。	1
张老师的课太枯燥了，讲错了还硬撑，考试完全不会。	0
刘老师的课讲得真好，节奏把控得当，对今后的教学很有启发。	1
这门课的信息量太少了，讲的和教材完全对不上，大部分同学都在玩手机。	0
罗老师迟到了好几次，全程照着PPT念，期末挂了一大半。	0
胡老师上课从不照本宣科，内容安排合理，课堂效率明显提高了。	1
教学效果很差，对后排学生完全不管，全班成绩都很差。	0
马老师的课太枯燥了，动不动就发火，还不如自己看书。	0
赵老师语速太快，经常迟到早退，什么都没学到。	0
很喜欢张老师的课，备课充分细致，写教案都更有思路了。	1
何老师备课很充分，因材施教，能看出来花了很多心思。	1
冯老师上课很有激情，循循善诱，同学们都听得很认真。	1
刘老师特别耐心，因材施教，学到了很多实用的东西。	1
同学们对黄老师的评价都很高，节奏把控得当，对今后的教学很有启发。	1
作业太多，经常迟到早退，做都做不完。	0
课程内容太难了，教学大纲混乱不清，越听越糊涂。	0
张老师的教学方法很灵活，板书工整规范，学生反馈非常好。	1
刘老师的教学方法很灵活，备课充分细致，这些技巧马上就能用在课堂上。	1
这门课纯属念经，课堂上根本没人听。	0
课程内容很实用，案例很贴近实际，对英语教学信心大增。	1
课程内容很实用，知识点讲得很透彻，对今后的教学很有启发。	1
向何老师提问总是被敷衍，自己都讲不清楚，期末挂了一大半。	0
向林老师提问总是被敷衍，教学大纲混乱不清，浪费了一个学期。	0
和隔壁班比起来，陈老师教得差远了，做都做不完。	0
宋老师上课从不照本宣科，循循善诱，这次终于搞懂了。	1
这门课很接地气，节奏把控得当，写教案都更有思路了。	1
教学效果很差，例题和考试完全不一样，浪费了一个学期。	0
罗老师备课很充分，理论联系实际，能看出来花了很多心思。	1
周老师备课很充分，节奏把控得当，能看出来花了很多心思。	1
这节课让我对跨文化交际有了全新的认识，对今后的教学很有启发。	1
课堂纪律不好，吴老师也不管，期末挂了一大半。	0
这学期跟着李老师，学生反馈非常好。	1
上完这学期期末挂了一大半。	0
冯老师讲解很清晰，深入浅出，复杂的概念一下子就懂了。	1
听杨老师的课，声音洪亮有感染力，比以前清晰多了。	1
练习题和上课讲的内容对不上，例题和考试完全不一样，大部分同学都在玩手机。	0
练习题和上课讲的内容对不上，例题和考试完全不一样，考试完全不会。	0
林老师的课讲得真好，理论联系实际，对今后的教学很有启发。	1
向吴老师提问总是被敷衍，讲错了还硬撑，听着就想睡觉。	0
原以为课程思政很难，但朱老师讲完之后课堂参与度很高。	1
向宋老师提问总是被敷衍，动不动就发火，来上课的人越来越少。	0
罗老师对学生很不耐烦，全程照着PPT念，越听越糊涂。	0
这门课的教学计划完全没完成，完全不顾学生有没有听懂，全班成绩都很差。	0
这门课的教学计划完全没完成，备课明显敷衍，大部分同学都在玩手机。	0
整节课罗老师都在自顾自讲，自己都讲不清楚，听着就想睡觉。	0
课堂互动很好，刘老师经常组织情景模拟，学生反馈非常好。	1
何老师特别耐心，板书工整规范，收获很大。	1
赵老师特别耐心，因材施教，对英语教学信心大增。	1
学完这门课，课堂效率明显提高了。	1
说实话赵老师不太适合教这门课，讲的和教材完全对不上，做都做不完。	0
马老师专业功底扎实，声音洪亮有感染力，收获很大。	1
这门课讲错了还硬撑，期末挂了一大半。	0
同学们对刘老师的评价都很高，知识点讲得很透彻，写教案都更有思路了。	1
听林老师的课，深入浅出，写教案都更有思路了。	1
黄老师专业功底扎实，理论联系实际，感觉豁然开朗。	1
课程内容很实用，能把复杂的东西讲简单，收获很大。	1
觉得孙老师根本不了解学生的水平，全程照着PPT念，大部分同学都在玩手机。	0
王老师语速太快，教学大纲混乱不清，来上课的人越来越少。	0
黄老师特别耐心，条理很清晰，同学们都听得很认真。	1
同学们对孙老师的评价都很高，深入浅出，比以前清晰多了。	1
很喜欢朱老师的课，讲解深入浅出，比以前清晰多了。	1
课件做得太差了，课堂上乱糟糟的，全班成绩都很差。	0
第一次有人把产教融合讲得这么清楚，对今后的教学很有启发。	1
整节课罗老师都在自顾自讲，讲错了还硬撑，浪费了一个学期。	0
赵老师上课从不照本宣科，节奏把控得当，课堂效率明显提高了。	1
小组讨论环节设计得很好，何老师引导得当，学到了很多实用的东西。	1
第一次有人把写作教学讲得这么清楚，这些技巧马上就能用在课堂上。	1
课堂互动很好，陈老师经常组织案例分析，写教案都更有思路了。	1
向林老师提问总是被敷衍，纯属念经，期末挂了一大半。	0
周老师的课太枯燥了，完全不顾学生有没有听懂，听着就想睡觉。	0
课堂纪律不好，李老师也不管，知识学得稀碎。	0
课件做得太差了，对后排学生完全不管，什么都没学到。	0
冯老师上课从不照本宣科，因材施教，课堂效率明显提高了。	1
这门课的信息量太少了，例题和考试完全不一样，来上课的人越来越少。	0
课上的实训环节特别好，条理很清晰，学到了很多实用的东西。	1
林老师上课从不照本宣科，因材施教，课堂效率明显提高了。	1
孙老师举的案例都是实际教学中会遇到的情况，控场能力很强。	1
教材太老旧了，一个例子翻来覆去讲，越听越糊涂。	0
陈老师讲解很清晰，因材施教，复杂的概念一下子就懂了。	1
孙老师举的案例都是实际教学中会遇到的情况，重难点把握得很好。	1
学完这门课，感觉豁然开朗。	1
课上的实训环节特别好，备课充分细致，这次终于搞懂了。	1
同学们对吴老师的评价都很高，深入浅出，进步很大。	1
周老师的课讲得真好，能把复杂的东西讲简单，对英语教学信心大增。	1
罗老师的课讲得真好，内容安排合理，感觉豁然开朗。	1
整节课王老师都在自顾自讲，例题和考试完全不一样，越听越糊涂。	0
课件做得太差了，讲错了还硬撑，纯属浪费时间。	0
教材太老旧了，备课明显敷衍，大部分同学都在玩手机。	0
课堂互动很好，吴老师经常组织分组讨论，课堂参与度很高。	1
何老师的课讲得真好，PPT做得很用心，课堂参与度很高。	1
这门课教学大纲混乱不清，全班成绩都很差。	0
说实话林老师不太适合教这门课，经常迟到早退，大部分同学都在玩手机。	0
郑老师上课经常跑题，扯些与课程无关的东西，听着就想睡觉。	0
整节课冯老师都在自顾自讲，完全不顾学生有没有听懂，期末挂了一大半。	0
和隔壁班比起来，吴老师教得差远了，听着就想睡觉。	0
林老师上课很有激情，条理很清晰，课堂效率明显提高了。	1
上完这学期来上课的人越来越少。	0
感谢林老师这学期的付出，重难点把握得很好，写教案都更有思路了。	1
课堂互动很好，吴老师经常组织分组讨论，比以前清晰多了。	1
向朱老师提问总是被敷衍，备课明显敷衍，来上课的人越来越少。	0
同学们对郑老师的评价都很高，案例很贴近实际，课堂参与度很高。	1
郑老师上课从不照本宣科，节奏把控得当，收获很大。	1
课程内容太难了，教学大纲混乱不清，浪费了一个学期。	0
练习题和上课讲的内容对不上，内容东拉西扯没有重点，知识学得稀碎。	0
朱老师语速太快，自己都讲不清楚，还不如自己看书。	0
说实话林老师不太适合教这门课，讲错了还硬撑，浪费了一个学期。	0
上完这学期课堂上根本没人听。	0
这门课的内容全程照着PPT念，纯属浪费时间。	0
学完这门课，比以前清晰多了。	1
李老师专业功底扎实，备课充分细致，收获很大。	1
听林老师的课，深入浅出，这次终于搞懂了。	1
同学们对朱老师的评价都很高，循循善诱，这些技巧马上就能用在课堂上。	1
这门课经常迟到早退，还不如自己看书。	0
吴老师上课从不照本宣科，控场能力很强，这次终于搞懂了。	1
小组讨论环节设计得很好，冯老师引导得当，对今后的教学很有启发。	1
上周老师的课是一种享受，备课充分细致，这次终于搞懂了。	1
